code,norm_code,name,category,sub_category,swatch_type,swatch_file,hex_catalog,hex_sampled,source_page,roll_size,supplier_price_per_m,supplier_price_per_roll,availability_flag,orderable,manage_stock,available_m,stock_status,stock_tab,stock_raw_code,in_price_sheet
SMT04,SMT04,Greige,01 Basic,Super Matt,vector,SMT04.png,#C5C4BE,#C5C4BE,10,1.22 x 50 m,35.81,1705.0,In Stock,True,True,643.0,instock,Solid Colours,SMT04,True
SMT05,SMT05,Medium Grey,01 Basic,Super Matt,vector,SMT05.png,#8D8B8B,#8D8B8B,10,1.22 x 50 m,56.6,2830.0,Special Order,False,True,363.0,instock,Solid Colours,SMT05,True
SMT06,SMT06,Dark Grey,01 Basic,Super Matt,vector,SMT06.png,#3A3A39,#3A3A39,10,1.22 x 50 m,56.6,2830.0,Special Order,False,True,0.0,outofstock,Solid Colours,SMT06,True
SMT07,SMT07,Black,01 Basic,Super Matt,vector,SMT07.png,#232223,#232223,10,1.22 x 50 m,35.81,1705.0,In Stock,True,True,1811.0,instock,Solid Colours,SMT07,True
SMT10,SMT10,Dark Green,01 Basic,Super Matt,vector,SMT10.png,#27352F,#27352F,10,1.22 x 50 m,56.6,2830.0,Special Order,False,False,,onbackorder,,,True
SMT11,SMT11,Dark Blue,01 Basic,Super Matt,vector,SMT11.png,#323242,#323242,10,1.22 x 50 m,56.6,2830.0,Special Order,False,True,0.0,outofstock,Solid Colours,SMT11,True
SMT12,SMT12,Light Greige,01 Basic,Super Matt,vector,SMT12.png,#DAD1C9,#DAD1C9,10,1.22 x 50 m,35.81,1705.0,In Stock,True,True,398.0,instock,Solid Colours,SMT12,True
SMT13,SMT13,Light Grey,01 Basic,Super Matt,vector,SMT13.png,#CCCDCE,#CCCDCE,10,1.22 x 50 m,56.6,1550.0,Special Order,False,True,237.0,instock,Solid Colours,SMT13,True
SMT14,SMT14,Warm Stone,01 Basic,Super Matt,vector,SMT14.png,#A09285,#A09285,10,1.22 x 50 m,56.6,2830.0,Special Order,False,False,,onbackorder,,,True
SMT15,SMT15,Cacao,01 Basic,Super Matt,vector,SMT15.png,#6F6961,#6F6961,10,1.22 x 50 m,56.6,2830.0,Special Order,False,True,1.9,instock,Solid Colours,SMT15,True
SMT16,SMT16,Frost White,01 Basic,Super Matt,vector,SMT16.png,#FAF6F1,#FAF6F1,10,1.22 x 50 m,35.81,1705.0,In Stock,True,True,916.0,instock,Solid Colours,SMT16,True
SMT17,SMT17,Antique Ivory,01 Basic,Super Matt,vector,SMT17.png,#F3E6D5,#F3E6D5,10,1.22 x 50 m,35.81,1705.0,In Stock,True,True,633.0,instock,Solid Colours,SMT17,True
SMT18,SMT18,Cool Grey,01 Basic,Super Matt,vector,SMT18.png,#9CA0A8,#9CA0A8,10,1.22 x 50 m,56.6,2830.0,Special Order,False,False,,onbackorder,,,True
SMT20,SMT20,Pale Green,01 Basic,Super Matt,vector,SMT20.png,#B7C0B6,#B7C0B6,10,1.22 x 50 m,56.6,2830.0,Special Order,False,False,,onbackorder,,,True
SMT21,SMT21,Rose Beige,01 Basic,Super Matt,vector,SMT21.png,#C6AAA0,#C6AAA0,10,1.22 x 50 m,56.6,2830.0,Special Order,False,True,5.0,instock,Solid Colours,SMT21,True
SMT24,SMT24,White,01 Basic,Super Matt,vector,SMT24.png,#FFFFFF,#FFFFFF,10,1.22 x 50 m,35.81,1705.0,In Stock,True,True,90.0,instock,Solid Colours,SMT24,True
CP202,CP202,White Shimmer,01 Basic,Texture,image,CP202.jpg,#E8E7E3,#F4F3EF,10,1.22 x 50 m,58.1,2905.0,Special Order,False,True,173.0,instock,Solid Colours,CP202,True
HS204,HS204,White,01 Basic,Texture,image,HS204.jpg,#E4E7E2,#F0F4EE,10,1.22 x 50 m,35.81,1705.0,In Stock,True,True,634.0,instock,Solid Colours,HS204,True
LM202,LM202,Pearl Grey,01 Basic,Texture,image,LM202.jpg,#E8E9E6,#F4F5F2,10,1.22 x 50 m,42.7,2135.0,Special Order,False,True,500.0,instock,Painted Woods + Woods,LM202,True
LS102,LS102,White Textured,01 Basic,Texture,image,LS102.jpg,#E2E3E0,#EFF0ED,10,1.22 x 50 m,31.19,1485.0,In Stock,True,True,546.0,instock,Painted Woods + Woods,LS102,True
LS103,LS103,Black Textured,01 Basic,Texture,image,LS103.jpg,#2B3435,#2B3435,10,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
LS104,LS104,White Forest,01 Basic,Texture,image,LS104.jpg,#E4E5E2,#F1F2EE,10,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
LS106,LS106,Matte Black,01 Basic,Texture,image,LS106.jpg,#2B3433,#2B3433,10,1.22 x 50 m,42.7,2135.0,Special Order,False,False,,onbackorder,,,True
OGW02,OGW02,Noble Oak,02 Wood,Optical Grain Wood,image,OGW02.jpg,#4F3D2C,#4F3D2C,13,1.22 x 50 m,42.74,2035.0,In Stock,True,True,1006.0,instock,Painted Woods + Woods,OGW02 (NEW),True
OGW03,OGW03,Noble Oak,02 Wood,Optical Grain Wood,image,OGW03.jpg,#3D3024,#3D3024,13,1.22 x 50 m,42.74,2035.0,In Stock,True,True,242.0,instock,Painted Woods + Woods,OGW03 (NEW),True
OGW04,OGW04,Essence Teak,02 Wood,Optical Grain Wood,image,OGW04.jpg,#B1956F,#B1956F,14,1.22 x 50 m,42.74,2035.0,In Stock,True,True,910.0,instock,Painted Woods + Woods,OGW04 (NEW),True
OGW05,OGW05,Essence Teak,02 Wood,Optical Grain Wood,image,OGW05.jpg,#876E51,#876E51,14,1.22 x 50 m,42.74,2035.0,In Stock,True,True,343.0,instock,Painted Woods + Woods,OGW05 (NEW),True
SPW01,SPW01,Wild Oak,02 Wood,Origin Wood,image,SPW01.jpg,#937656,#997B59,33,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW03,SPW03,Oak,02 Wood,Origin Wood,image,SPW03.jpg,#B1976E,#B99E73,29,1.22 x 50 m,73.5,3675.0,Special Order,False,True,52.0,instock,Painted Woods + Woods,SPW03,True
SPW05,SPW05,Vertical Wood,02 Wood,Origin Wood,image,SPW05.jpg,#C4B49B,#CDBCA2,28,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW09,SPW09,Spanish Oak,02 Wood,Origin Wood,image,SPW09.jpg,#6D4E2E,#6D4E2E,26,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW10,SPW10,Spanish Oak,02 Wood,Origin Wood,image,SPW10.jpg,#614224,#614124,26,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW11,SPW11,White Oak,02 Wood,Origin Wood,image,SPW11.jpg,#B5A078,#BEA87E,32,1.22 x 50 m,73.5,3675.0,Special Order,False,True,0.0,outofstock,Painted Woods + Woods,SPW11,True
SPW12,SPW12,White Oak,02 Wood,Origin Wood,image,SPW12.jpg,#9F8259,#A7885D,33,1.22 x 50 m,47.36,2255.0,In Stock,True,True,2.0,instock,Painted Woods + Woods,SPW12,True
SPW13,SPW13,Oak,02 Wood,Origin Wood,image,SPW13.jpg,#BE9A60,#C8A165,34,1.22 x 50 m,47.36,2255.0,In Stock,True,True,297.0,instock,Painted Woods + Woods,SPW13,True
SPW14,SPW14,Oak,02 Wood,Origin Wood,image,SPW14.jpg,#644D35,#695036,39,1.22 x 50 m,47.36,2255.0,In Stock,True,True,975.0,instock,Painted Woods + Woods,SPW14,True
SPW15,SPW15,Velvet Oak,02 Wood,Origin Wood,image,SPW15.jpg,#C4A87A,#CEB080,30,1.22 x 50 m,47.36,2255.0,In Stock,True,True,644.0,instock,Painted Woods + Woods,SPW15,True
SPW16,SPW16,Velvet Oak,02 Wood,Origin Wood,image,SPW16.jpg,#B3946A,#BD9B6F,33,1.22 x 50 m,47.36,2255.0,In Stock,True,True,1630.0,instock,Painted Woods + Woods,SPW16,True
SPW17,SPW17,Wild Oak,02 Wood,Origin Wood,image,SPW17.jpg,#B69A6A,#BFA26F,30,1.22 x 50 m,73.5,3675.0,Special Order,False,True,1.0,instock,Painted Woods + Woods,SPW17,True
SPW18,SPW18,Wild Oak,02 Wood,Origin Wood,image,SPW18.jpg,#AB8E65,#B49569,33,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW19,SPW19,Dark Oak,02 Wood,Origin Wood,image,SPW19.jpg,#82653E,#886940,38,1.22 x 50 m,47.36,2255.0,In Stock,True,True,98.0,instock,Painted Woods + Woods,SPW19,True
SPW20,SPW20,Dark Oak,02 Wood,Origin Wood,image,SPW20.jpg,#7B5C3A,#81603C,38,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW22,SPW22,Solid Oak,02 Wood,Origin Wood,image,SPW22.jpg,#D7C7AB,#E3D2B4,27,1.22 x 50 m,47.36,2255.0,In Stock,True,True,723.0,instock,Painted Woods + Woods,SPW22,True
SPW23,SPW23,Solid Oak,02 Wood,Origin Wood,image,SPW23.jpg,#B3A894,#BCB09B,31,1.22 x 50 m,47.36,2255.0,In Stock,True,True,461.0,instock,Painted Woods + Woods,SPW23,True
SPW24,SPW24,Stripe Wood,02 Wood,Origin Wood,image,SPW24.jpg,#957851,#9C7E54,33,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW25,SPW25,Stripe Wood,02 Wood,Origin Wood,image,SPW25.jpg,#886F51,#8E7354,37,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW26,SPW26,Walnut,02 Wood,Origin Wood,image,SPW26.jpg,#8D6E4A,#93734D,33,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW27,SPW27,Walnut,02 Wood,Origin Wood,image,SPW27.jpg,#75573B,#7A5A3D,38,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW28,SPW28,Walnut,02 Wood,Origin Wood,image,SPW28.jpg,#462D21,#482E21,38,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW29,SPW29,Oak,02 Wood,Origin Wood,image,SPW29.jpg,#AC9F8F,#B4A696,31,1.22 x 50 m,47.36,2255.0,In Stock,True,True,337.0,instock,Painted Woods + Woods,SPW29,True
SPW30,SPW30,Oak,02 Wood,Origin Wood,image,SPW30.jpg,#91795F,#977E62,32,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW38,SPW38,Siena Teak,02 Wood,Origin Wood,image,SPW38.jpg,#A58F72,#A58F72,27,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW39,SPW39,Siena Teak,02 Wood,Origin Wood,image,SPW39.jpg,#50433B,#50433B,27,1.22 x 50 m,47.36,2255.0,In Stock,True,True,71.0,instock,Painted Woods + Woods,SPW39 (NEW),True
SPW40,SPW40,Elm,02 Wood,Origin Wood,image,SPW40.jpg,#856C50,#8B7053,37,1.22 x 50 m,73.5,3675.0,Special Order,False,True,11.0,instock,Painted Woods + Woods,SPW40,True
SPW41,SPW41,Teak,02 Wood,Origin Wood,image,SPW41.jpg,#5D4B3D,#614E3F,38,1.22 x 50 m,47.36,2255.0,In Stock,True,True,946.0,instock,Painted Woods + Woods,SPW41,True
SPW42,SPW42,Teak,02 Wood,Origin Wood,image,SPW42.jpg,#42403B,#45423D,40,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW43,SPW43,Oak,02 Wood,Origin Wood,image,SPW43.jpg,#D1C6B5,#DCD0BE,32,1.22 x 50 m,47.36,2255.0,In Stock,True,True,558.0,instock,Painted Woods + Woods,SPW43,True
SPW44,SPW44,Oak,02 Wood,Origin Wood,image,SPW44.jpg,#827971,#887F76,40,1.22 x 50 m,47.36,2255.0,In Stock,True,True,666.0,instock,Painted Woods + Woods,SPW44,True
SPW45,SPW45,Oak,02 Wood,Origin Wood,image,SPW45.jpg,#D9C6A8,#E4D1B0,27,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW46,SPW46,Oak,02 Wood,Origin Wood,image,SPW46.jpg,#D0B991,#DBC298,29,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW47,SPW47,Walnut,02 Wood,Origin Wood,image,SPW47.jpg,#5A432E,#5E462F,39,1.22 x 50 m,47.36,2255.0,In Stock,True,True,2996.0,instock,Painted Woods + Woods,SPW47,True
SPW48,SPW48,Walnut,02 Wood,Origin Wood,image,SPW48.jpg,#45311C,#48321E,39,1.22 x 50 m,73.5,3675.0,Special Order,False,True,0.0,outofstock,Painted Woods + Woods,SPW48,True
SPW49,SPW49,Split Wood,02 Wood,Origin Wood,image,SPW49.jpg,#AB8E6C,#B49571,35,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW50,SPW50,Split Wood,02 Wood,Origin Wood,image,SPW50.jpg,#AA906A,#B2976F,35,1.22 x 50 m,73.5,3675.0,Special Order,False,True,123.0,instock,Painted Woods + Woods,SPW50,True
SPW52,SPW52,Walnut,02 Wood,Origin Wood,image,SPW52.jpg,#795C3C,#7F613F,37,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW53,SPW53,Oak,02 Wood,Origin Wood,image,SPW53.jpg,#684E33,#6C5034,38,1.22 x 50 m,73.5,3675.0,Special Order,False,True,0.0,outofstock,Painted Woods + Woods,SPW53,True
SPW54,SPW54,Elder,02 Wood,Origin Wood,image,SPW54.jpg,#B5AD9D,#BEB6A5,31,1.22 x 50 m,47.36,2255.0,In Stock,True,True,2005.0,instock,Painted Woods + Woods,SPW54,True
SPW55,SPW55,Elder,02 Wood,Origin Wood,image,SPW55.jpg,#40342E,#42352F,40,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW56,SPW56,Ash,02 Wood,Origin Wood,image,SPW56.jpg,#7D6040,#826342,37,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW57,SPW57,Ash,02 Wood,Origin Wood,image,SPW57.jpg,#514031,#544232,39,1.22 x 50 m,73.5,3675.0,Special Order,False,True,0.0,outofstock,Painted Woods + Woods,SPW57,True
SPW60,SPW60,Camel Oak,02 Wood,Origin Wood,image,SPW60.jpg,#72563A,#77593B,35,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW61,SPW61,Wash Oak,02 Wood,Origin Wood,image,SPW61.jpg,#DDD3BD,#E8DEC7,28,1.22 x 50 m,47.36,2255.0,In Stock,True,True,168.0,instock,Painted Woods + Woods,SPW61,True
SPW62,SPW62,Wash Oak,02 Wood,Origin Wood,image,SPW62.jpg,#C2AE84,#CCB78B,30,1.22 x 50 m,47.36,2255.0,In Stock,True,True,316.0,instock,Painted Woods + Woods,SPW62,True
SPW63,SPW63,Oak,02 Wood,Origin Wood,image,SPW63.jpg,#CFC09D,#DACBA5,29,1.22 x 50 m,73.5,3675.0,Special Order,False,True,4.0,instock,Painted Woods + Woods,SPW63,True
SPW64,SPW64,Oak,02 Wood,Origin Wood,image,SPW64.jpg,#B19F7C,#BAA782,32,1.22 x 50 m,47.36,2255.0,In Stock,True,True,89.0,instock,Painted Woods + Woods,SPW64,True
SPW65,SPW65,Oak,02 Wood,Origin Wood,image,SPW65.jpg,#6A5944,#6F5C46,39,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW66,SPW66,Elm,02 Wood,Origin Wood,image,SPW66.jpg,#C5A77E,#D0AF84,30,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW67,SPW67,Elm,02 Wood,Origin Wood,image,SPW67.jpg,#9A7B50,#A18153,34,1.22 x 50 m,47.36,2255.0,In Stock,True,True,1809.0,instock,Painted Woods + Woods,SPW67,True
SPW68,SPW68,Oak,02 Wood,Origin Wood,image,SPW68.jpg,#CABDA5,#D5C7AD,28,1.22 x 50 m,73.5,3675.0,Special Order,False,True,-8.0,outofstock,Painted Woods + Woods,SPW68,True
SPW69,SPW69,Oak,02 Wood,Origin Wood,image,SPW69.jpg,#907A5A,#98805E,35,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW70,SPW70,Eucalyptus,02 Wood,Origin Wood,image,SPW70.jpg,#A3947C,#AB9B82,36,1.22 x 50 m,47.36,2255.0,In Stock,True,True,460.0,instock,Painted Woods + Woods,SPW70,True
SPW71,SPW71,Eucalyptus,02 Wood,Origin Wood,image,SPW71.jpg,#B6A78F,#BFAF96,31,1.22 x 50 m,47.36,2255.0,In Stock,True,True,1220.0,instock,Painted Woods + Woods,SPW71,True
SPW72,SPW72,Walnut,02 Wood,Origin Wood,image,SPW72.jpg,#58483B,#5C4B3D,39,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW73,SPW73,Walnut,02 Wood,Origin Wood,image,SPW73.jpg,#9B8A71,#A29176,36,1.22 x 50 m,73.5,3675.0,Special Order,False,True,0.0,outofstock,Painted Woods + Woods,SPW73,True
SPW88,SPW88,Eden Oak,02 Wood,Origin Wood,image,SPW88.jpg,#BE9E74,#BE9E74,26,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW89,SPW89,Eden Oak,02 Wood,Origin Wood,image,SPW89.jpg,#755C3E,#755C3E,26,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW90,SPW90,African Teak,02 Wood,Origin Wood,image,SPW90.jpg,#D1BB9E,#DCC4A6,32,1.22 x 50 m,47.36,2255.0,In Stock,True,True,221.0,instock,Painted Woods + Woods,SPW90,True
SPW91,SPW91,Oak,02 Wood,Origin Wood,image,SPW91.jpg,#C3AD86,#CDB68D,29,1.22 x 50 m,47.36,2255.0,In Stock,True,True,705.0,instock,Painted Woods + Woods,SPW91,True
SPW92,SPW92,Oak,02 Wood,Origin Wood,image,SPW92.jpg,#474341,#4A4643,40,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW94,SPW94,Soft White Oak,02 Wood,Origin Wood,image,SPW94.jpg,#AE976E,#B79F73,32,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW95,SPW95,Eiche,02 Wood,Origin Wood,image,SPW95.jpg,#AE9467,#B79B6C,34,1.22 x 50 m,47.36,2255.0,In Stock,True,True,28.0,instock,Painted Woods + Woods,SPW95,True
SPW96,SPW96,Eiche,02 Wood,Origin Wood,image,SPW96.jpg,#AB8958,#B4905C,34,1.22 x 50 m,73.5,3675.0,Special Order,False,True,361.0,instock,Painted Woods + Woods,SPW96,True
SPW97,SPW97,Soft White Oak,02 Wood,Origin Wood,image,SPW97.jpg,#9E8F78,#A6967D,36,1.22 x 50 m,73.5,3675.0,Special Order,False,False,,onbackorder,,,True
SPW98,SPW98,Oak,02 Wood,Origin Wood,image,SPW98.jpg,#CFBEA4,#DAC7AD,28,1.22 x 50 m,73.5,3675.0,Special Order,False,True,1.0,instock,Painted Woods + Woods,SPW98,True
SPW99,SPW99,Oak,02 Wood,Origin Wood,image,SPW99.jpg,#A0907C,#A89782,36,1.22 x 50 m,47.36,2255.0,In Stock,True,True,562.0,instock,Painted Woods + Woods,SPW99,True
ZX102,ZX102,Wizard Grain,02 Wood,Premium Wood,image,ZX102.jpg,#C1A074,#CAA879,41,1.22 x 50 m,50.0,2500.0,Special Order,False,True,7.0,instock,Painted Woods + Woods,BZ113 / ZX102,True
ZX103,ZX103,Ash,02 Wood,Premium Wood,image,ZX103.jpg,#D4C2A9,#DECCB1,41,1.22 x 50 m,50.0,2500.0,Special Order,False,True,1.0,instock,Painted Woods + Woods,ZX103 (BZ122),True
ZX104,ZX104,Teak,02 Wood,Premium Wood,image,ZX104.jpg,#957249,#9C774C,42,1.22 x 50 m,50.0,2500.0,Special Order,False,True,2.0,instock,Painted Woods + Woods,ZX104 (BZ793),True
ZX107,ZX107,Oak,02 Wood,Premium Wood,image,ZX107.jpg,#D1B690,#DCBF97,42,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX108,ZX108,Oak,02 Wood,Premium Wood,image,ZX108.jpg,#C5A67F,#CFAE85,42,1.22 x 50 m,50.0,2500.0,Special Order,False,True,0.0,outofstock,Painted Woods + Woods,ZX108,True
ZX109,ZX109,Ash,02 Wood,Premium Wood,image,ZX109.jpg,#B29166,#BB986A,42,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX110,ZX110,Ash,02 Wood,Premium Wood,image,ZX110.jpg,#BD9667,#C69D6C,42,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX113,ZX113,Eiche,02 Wood,Premium Wood,image,ZX113.jpg,#CAB58D,#D4BE93,41,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX114,ZX114,Eiche,02 Wood,Premium Wood,image,ZX114.jpg,#B49973,#BEA078,41,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX116,ZX116,Amazahoue,02 Wood,Premium Wood,image,ZX116.jpg,#5C422B,#60442C,42,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX118,ZX118,Teak,02 Wood,Premium Wood,image,ZX118.jpg,#8C5F38,#92633A,42,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX119,ZX119,Walnut,02 Wood,Premium Wood,image,ZX119.jpg,#A0784E,#A97E52,42,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX124,ZX124,Oak,02 Wood,Premium Wood,image,ZX124.jpg,#846444,#8A6947,42,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX125,ZX125,Oak,02 Wood,Premium Wood,image,ZX125.jpg,#5A4E43,#5E5146,42,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX126,ZX126,Walnut,02 Wood,Premium Wood,image,ZX126.jpg,#634830,#674B31,42,1.22 x 50 m,38.12,1815.0,In Stock,True,True,248.0,instock,Painted Woods + Woods,ZX126 (PZ013),True
ZX130,ZX130,Apple,02 Wood,Premium Wood,image,ZX130.jpg,#B08B58,#B9925C,41,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX133,ZX133,Oak,02 Wood,Premium Wood,image,ZX133.jpg,#543B29,#583E2A,42,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX134,ZX134,Oak,02 Wood,Premium Wood,image,ZX134.jpg,#302E29,#302D29,42,1.22 x 50 m,50.0,2500.0,Special Order,False,True,5.0,instock,Painted Woods + Woods,ZX134,True
ZX141,ZX141,Ash,02 Wood,Premium Wood,image,ZX141.jpg,#453932,#473B33,42,1.22 x 50 m,50.0,2500.0,Special Order,False,True,209.0,instock,Painted Woods + Woods,ZX141 (NEW),True
ZX144,ZX144,Oak,02 Wood,Premium Wood,image,ZX144.jpg,#BC9E7B,#C5A681,41,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX145,ZX145,Oak,02 Wood,Premium Wood,image,ZX145.jpg,#B58F61,#BE9565,41,1.22 x 50 m,50.0,2500.0,Special Order,False,True,225.0,instock,Painted Woods + Woods,XP105 / ZX145,True
ZX149,ZX149,Walnut,02 Wood,Premium Wood,image,ZX149.jpg,#9A8166,#A1876A,42,1.22 x 50 m,38.12,1815.0,In Stock,True,True,987.0,instock,Painted Woods + Woods,ZX149 (XP118),True
ZX152,ZX152,Oak,02 Wood,Premium Wood,image,ZX152.jpg,#CDAC7E,#D7B583,41,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX153,ZX153,Maple,02 Wood,Premium Wood,image,ZX153.jpg,#CCAE84,#D7B78A,41,1.22 x 50 m,38.12,1815.0,In Stock,True,True,1169.0,instock,Painted Woods + Woods,ZX153 (Z805S),True
ZX154,ZX154,Oak,02 Wood,Premium Wood,image,ZX154.jpg,#967655,#9D7B58,42,1.22 x 50 m,50.0,2500.0,Special Order,False,True,24.0,instock,Painted Woods + Woods,ZX154,True
ZX155,ZX155,Cherry,02 Wood,Premium Wood,image,ZX155.jpg,#C3A885,#CDB18B,41,1.22 x 50 m,50.0,2500.0,Special Order,False,True,200.0,instock,Painted Woods + Woods,ZX155,True
ZX156,ZX156,Ash,02 Wood,Premium Wood,image,ZX156.jpg,#B7956B,#C09C70,41,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX157,ZX157,Oak,02 Wood,Premium Wood,image,ZX157.jpg,#3D332B,#3F352D,42,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX158,ZX158,Walnut,02 Wood,Premium Wood,image,ZX158.jpg,#745A43,#795E46,42,1.22 x 50 m,50.0,2500.0,Special Order,False,True,0.0,outofstock,Painted Woods + Woods,ZX158,True
ZX159,ZX159,Ash,02 Wood,Premium Wood,image,ZX159.jpg,#CFAB82,#DAB388,41,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX161,ZX161,Oak,02 Wood,Premium Wood,image,ZX161.jpg,#E7DBCB,#F3E6D6,41,1.22 x 50 m,38.12,1815.0,In Stock,True,True,736.0,instock,Painted Woods + Woods,ZX161 (Z850S),True
ZX162,ZX162,Oak,02 Wood,Premium Wood,image,ZX162.jpg,#D5B996,#E0C39E,41,1.22 x 50 m,38.12,1815.0,In Stock,True,True,1401.0,instock,Painted Woods + Woods,ZX162 (Z851S),True
ZX163,ZX163,Oak,02 Wood,Premium Wood,image,ZX163.jpg,#D1AF83,#DCB889,41,1.22 x 50 m,50.0,2500.0,Special Order,False,True,-41.0,outofstock,Painted Woods + Woods,ZX163,True
ZX165,ZX165,Oak,02 Wood,Premium Wood,image,ZX165.jpg,#B4A891,#BDB098,41,1.22 x 50 m,38.12,1815.0,In Stock,True,True,793.0,instock,Painted Woods + Woods,ZX165 (Z858S),True
ZX166,ZX166,Oak,02 Wood,Premium Wood,image,ZX166.jpg,#A3947D,#AB9B83,41,1.22 x 50 m,50.0,2500.0,Special Order,False,True,0.0,outofstock,Painted Woods + Woods,ZX166 (Z859S),True
ZX169,ZX169,Pine,02 Wood,Premium Wood,image,ZX169.jpg,#A58563,#AD8C67,42,1.22 x 50 m,50.0,2500.0,Special Order,False,True,0.0,outofstock,Painted Woods + Woods,ZX169,True
ZX171,ZX171,Oak,02 Wood,Premium Wood,image,ZX171.jpg,#D7C8B7,#E2D2C0,41,1.22 x 50 m,38.12,1815.0,In Stock,True,True,1482.0,instock,Painted Woods + Woods,ZX171,True
ZX172,ZX172,Oak,02 Wood,Premium Wood,image,ZX172.jpg,#BE9F7A,#C7A780,42,1.22 x 50 m,50.0,2500.0,Special Order,False,True,95.0,instock,Painted Woods + Woods,ZX172,True
ZX174,ZX174,Oak,02 Wood,Premium Wood,image,ZX174.jpg,#5D514A,#61544C,42,1.22 x 50 m,38.12,1815.0,In Stock,True,True,1238.0,instock,Painted Woods + Woods,ZX174,True
ZX175,ZX175,Walnut,02 Wood,Premium Wood,image,ZX175.jpg,#4D3C29,#503E2A,42,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX176,ZX176,Ash,02 Wood,Premium Wood,image,ZX176.jpg,#B79F86,#BFA78C,41,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
ZX178,ZX178,Teak,02 Wood,Premium Wood,image,ZX178.jpg,#B79E7C,#BFA682,41,1.22 x 50 m,50.0,2500.0,Special Order,False,False,,onbackorder,,,True
